GeneID	ID	DexseqFragment	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	riExonStart_0base	riExonEnd	exonBaseMean	dispersion	stat	pvalue	padj	Bnaive	CD8naive	log2fold_CD8naive_Bnaive	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.case_bnaive	countData.case_cd8naive	transcripts
ENSG00000204628.12	A5SS_3293	E052	RACK1	chr5	-	181242169	181242345	181242285	181242345	181241491	181241639	3293	591,761,462,2144,1553	0,0,0,1,0	1908,2629,2692,1881,2718	0,0,0,0,0	216	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									815.924508538219	0.000157784264391054	0.513082671688011	0.473807427466246	0.930909120414432	36.4950664239531	36.1055022087148	-0.0504496111977613	chr5	181242214	181242246	33	-	609,910,719,403,709	1227,1115,846,1137,854	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3293	E051	RACK1	chr5	-	181242169	181242345	181242285	181242345	181241491	181241639	3293	591,761,462,2144,1553	0,0,0,1,0	1908,2629,2692,1881,2718	0,0,0,0,0	216	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									722.954335640951	0.000251652786775038	1.28330263292116	0.257285868541904	0.836947069461436	35.2574413214151	34.702053704358	-0.072798146391662	chr5	181242207	181242213	7	-	537,804,633,369,645	1098,962,753,987,759	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000376817.8, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3293	E050	RACK1	chr5	-	181242169	181242345	181242285	181242345	181241491	181241639	3293	591,761,462,2144,1553	0,0,0,1,0	1908,2629,2692,1881,2718	0,0,0,0,0	216	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									876.170136048834	0.000220741615071443	0.645976676441308	0.421554806104994	0.914016403941676	37.339815468238	36.8960801059428	-0.0570725937287762	chr5	181242174	181242206	33	-	650,957,781,436,777	1344,1195,908,1202,907	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000376817.8, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000502905.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3293	E049	RACK1	chr5	-	181242169	181242345	181242285	181242345	181241491	181241639	3293	591,761,462,2144,1553	0,0,0,1,0	1908,2629,2692,1881,2718	0,0,0,0,0	216	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									90.4275235011489	0.0129921346262734	9.03150877870974	0.00265365367569822	0.15013278578711	17.4813902080324	14.5309433890399	-0.605236629316303	chr5	181242170	181242173	4	-	89,89,97,66,93	142,100,92,79,73	ENST00000507261.1, ENST00000504325.5, ENST00000511900.5, ENST00000513060.5, ENST00000503081.1
ENSG00000204628.12	A5SS_3294	E054	RACK1	chr5	-	181242173	181242345	181242285	181242345	181241491	181241639	3294	1062,1323,785,3584,2640	0,0,0,1,0	3368,4464,4598,3307,4843	0,0,0,0,0	212	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									912.92738010748	0.000446059307821168	0.33406407699627	0.563275755140092	0.954506411879954	37.822654846958	37.3951081586345	-0.0547763016055978	chr5	181242250	181242285	36	-	655,1014,810,487,765	1382,1291,921,1303,896	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000505461.5, ENST00000508682.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000503170.1, ENST00000513060.5
ENSG00000204628.12	A5SS_3294	E053	RACK1	chr5	-	181242173	181242345	181242285	181242345	181241491	181241639	3294	1062,1323,785,3584,2640	0,0,0,1,0	3368,4464,4598,3307,4843	0,0,0,0,0	212	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									670.708864986928	0.000133247610602093	0.30517172320333	0.580658233763757	0.959482307070667	34.2616025038156	33.9407658165795	-0.0424245957975149	chr5	181242247	181242249	3	-	506,727,601,342,565	1041,927,668,945,676	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000505461.5, ENST00000508682.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3294	E052	RACK1	chr5	-	181242173	181242345	181242285	181242345	181241491	181241639	3294	1062,1323,785,3584,2640	0,0,0,1,0	3368,4464,4598,3307,4843	0,0,0,0,0	212	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									815.924508538219	0.000157784264391054	0.513082671688011	0.473807427466246	0.930909120414432	36.4950664239531	36.1055022087148	-0.0504496111977613	chr5	181242214	181242246	33	-	609,910,719,403,709	1227,1115,846,1137,854	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3294	E051	RACK1	chr5	-	181242173	181242345	181242285	181242345	181241491	181241639	3294	1062,1323,785,3584,2640	0,0,0,1,0	3368,4464,4598,3307,4843	0,0,0,0,0	212	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									722.954335640951	0.000251652786775038	1.28330263292116	0.257285868541904	0.836947069461436	35.2574413214151	34.702053704358	-0.072798146391662	chr5	181242207	181242213	7	-	537,804,633,369,645	1098,962,753,987,759	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000376817.8, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000513060.5
ENSG00000204628.12	A5SS_3294	E050	RACK1	chr5	-	181242173	181242345	181242285	181242345	181241491	181241639	3294	1062,1323,785,3584,2640	0,0,0,1,0	3368,4464,4598,3307,4843	0,0,0,0,0	212	100	1	1.0	1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0	-0.0									876.170136048834	0.000220741615071443	0.645976676441308	0.421554806104994	0.914016403941676	37.339815468238	36.8960801059428	-0.0570725937287762	chr5	181242174	181242206	33	-	650,957,781,436,777	1344,1195,908,1202,907	ENST00000507261.1, ENST00000511473.5, ENST00000626067.1, ENST00000510199.5, ENST00000514183.5, ENST00000376817.8, ENST00000505461.5, ENST00000508682.5, ENST00000507756.5, ENST00000504325.5, ENST00000511900.5, ENST00000502548.5, ENST00000513027.3, ENST00000503494.5, ENST00000512805.6, ENST00000502844.5, ENST00000512968.5, ENST00000511566.5, ENST00000503081.1, ENST00000507000.5, ENST00000508963.1, ENST00000515417.5, ENST00000502905.5, ENST00000513060.5
ENSG00000206503.13	A5SS_1791	E012	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944121	29944397	1791	1831,1785,4,2,7	1,3,0,0,0	3641,0,651,1119,6	0,0,5,2,0	617	100	1	1.0	0.997,0.99,1.0,1.0,1.0	1.0,NA,0.955,0.989,1.0	0.011									145.96454574456	0.648645241401099	0.32811532618706	0.566770965345742	0.955133626213617	23.8469388974511	13.8779564146023	-1.84462700198326	chr6	29943027	29943267	241	+	448,0,2,1,442	2,0,283,30,39	ENST00000479320.5, ENST00000495183.5, ENST00000461903.1
ENSG00000206503.13	A5SS_1791	E013	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944121	29944397	1791	1831,1785,4,2,7	1,3,0,0,0	3641,0,651,1119,6	0,0,5,2,0	617	100	1	1.0	0.997,0.99,1.0,1.0,1.0	1.0,NA,0.955,0.989,1.0	0.011									123.677323827333	0.986977397372465	1.0875559834636	0.297013358974398	0.860225787554856	20.8584886914922	15.6149152781966	-0.979718558912385	chr6	29943268	29943284	17	+	335,0,13,0,290	0,0,418,24,19	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1791	E014	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944121	29944397	1791	1831,1785,4,2,7	1,3,0,0,0	3641,0,651,1119,6	0,0,5,2,0	617	100	1	1.0	0.997,0.99,1.0,1.0,1.0	1.0,NA,0.955,0.989,1.0	0.011									469.229215565983	0.856190809961219	0.00234108271143896	0.961409623687244	1.0	32.5789166461982	28.9095453198971	-0.50535904930088	chr6	29943285	29943543	259	+	1083,1,14,2,1030	2,0,1396,276,457	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000496081.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1792	E012	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944499	29944616	1792	1542,1421,4,0,7	0,2,0,0,0	2452,0,142,222,3	0,0,7,0,0	617	100	1	1.0	1.0,0.991,1.0,NA,1.0	1.0,NA,0.767,1.0,1.0	0.056									145.96454574456	0.648645241401099	0.32811532618706	0.566770965345742	0.955133626213617	23.8469388974511	13.8779564146023	-1.84462700198326	chr6	29943027	29943267	241	+	448,0,2,1,442	2,0,283,30,39	ENST00000479320.5, ENST00000495183.5, ENST00000461903.1
ENSG00000206503.13	A5SS_1792	E013	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944499	29944616	1792	1542,1421,4,0,7	0,2,0,0,0	2452,0,142,222,3	0,0,7,0,0	617	100	1	1.0	1.0,0.991,1.0,NA,1.0	1.0,NA,0.767,1.0,1.0	0.056									123.677323827333	0.986977397372465	1.0875559834636	0.297013358974398	0.860225787554856	20.8584886914922	15.6149152781966	-0.979718558912385	chr6	29943268	29943284	17	+	335,0,13,0,290	0,0,418,24,19	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1792	E014	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29944499	29944616	1792	1542,1421,4,0,7	0,2,0,0,0	2452,0,142,222,3	0,0,7,0,0	617	100	1	1.0	1.0,0.991,1.0,NA,1.0	1.0,NA,0.767,1.0,1.0	0.056									469.229215565983	0.856190809961219	0.00234108271143896	0.961409623687244	1.0	32.5789166461982	28.9095453198971	-0.50535904930088	chr6	29943285	29943543	259	+	1083,1,14,2,1030	2,0,1396,276,457	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000496081.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1793	E012	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29945058	29945091	1793	1541,1421,4,0,7	1,3,0,0,0	2451,0,142,222,3	0,0,2,0,0	617	100	1	1.0	0.996,0.987,1.0,NA,1.0	1.0,NA,0.92,1.0,1.0	0.016									145.96454574456	0.648645241401099	0.32811532618706	0.566770965345742	0.955133626213617	23.8469388974511	13.8779564146023	-1.84462700198326	chr6	29943027	29943267	241	+	448,0,2,1,442	2,0,283,30,39	ENST00000479320.5, ENST00000495183.5, ENST00000461903.1
ENSG00000206503.13	A5SS_1793	E013	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29945058	29945091	1793	1541,1421,4,0,7	1,3,0,0,0	2451,0,142,222,3	0,0,2,0,0	617	100	1	1.0	0.996,0.987,1.0,NA,1.0	1.0,NA,0.92,1.0,1.0	0.016									123.677323827333	0.986977397372465	1.0875559834636	0.297013358974398	0.860225787554856	20.8584886914922	15.6149152781966	-0.979718558912385	chr6	29943268	29943284	17	+	335,0,13,0,290	0,0,418,24,19	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1793	E014	HLA-A	chr6	+	29942756	29943543	29942756	29943026	29945058	29945091	1793	1541,1421,4,0,7	1,3,0,0,0	2451,0,142,222,3	0,0,2,0,0	617	100	1	1.0	0.996,0.987,1.0,NA,1.0	1.0,NA,0.92,1.0,1.0	0.016									469.229215565983	0.856190809961219	0.00234108271143896	0.961409623687244	1.0	32.5789166461982	28.9095453198971	-0.50535904930088	chr6	29943285	29943543	259	+	1083,1,14,2,1030	2,0,1396,276,457	ENST00000376806.9, ENST00000376802.2, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000496081.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1794	E017	HLA-A	chr6	+	29944499	29944634	29944499	29944616	29945058	29945091	1794	13,12,1,0,0	169,462,9,77,40	21,0,27,59,0	1134,1,889,1890,23	118	100	0.721126110538	1.0	0.061,0.022,0.086,0.0,0.0	0.015,0.0,0.025,0.026,0.0	0.021									26.9890395883308	0.161833482436246	0.540644223374642	0.462165861986551	0.927718551483649	10.5910441309285	7.4460567009109	-1.06054362223008	chr6	29944617	29944634	18	+	80,0,0,1,59	0,0,33,17,46	ENST00000376806.9, ENST00000496081.5, ENST00000461903.1
ENSG00000206503.13	A5SS_1795	E017	HLA-A	chr6	+	29944499	29945091	29944499	29944616	29945233	29945281	1795	923,1032,18,125,57	0,0,0,0,0	1683,4,1447,1823,44	0,0,1,0,0	575	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0,1.0	0.001									26.9890395883308	0.161833482436246	0.540644223374642	0.462165861986551	0.927718551483649	10.5910441309285	7.4460567009109	-1.06054362223008	chr6	29944617	29944634	18	+	80,0,0,1,59	0,0,33,17,46	ENST00000376806.9, ENST00000496081.5, ENST00000461903.1
ENSG00000206503.13	A5SS_1795	E018	HLA-A	chr6	+	29944499	29945091	29944499	29944616	29945233	29945281	1795	923,1032,18,125,57	0,0,0,0,0	1683,4,1447,1823,44	0,0,1,0,0	575	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0,1.0	0.001									169.251512176256	0.900536105854758	0.0470631202370555	0.828254822986543	1.0	23.0468347567311	18.7623950877352	-0.727221779727812	chr6	29944635	29945058	424	+	443,1,0,2,362	0,0,218,242,211	ENST00000496081.5
ENSG00000206503.13	A5SS_1795	E019	HLA-A	chr6	+	29944499	29945091	29944499	29944616	29945233	29945281	1795	923,1032,18,125,57	0,0,0,0,0	1683,4,1447,1823,44	0,0,1,0,0	575	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0,1.0	0.001									360.57031338034	0.155379111971924	0.0638557055268052	0.800502470731077	0.999687087509669	25.0025486417445	30.4626086025879	0.788912286010838	chr6	29945059	29945062	4	+	330,55,20,15,665	16,0,621,689,1114	ENST00000376806.9, ENST00000461903.1, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000496081.5, ENST00000376809.10
ENSG00000206503.13	A5SS_1795	E020	HLA-A	chr6	+	29944499	29945091	29944499	29944616	29945233	29945281	1795	923,1032,18,125,57	0,0,0,0,0	1683,4,1447,1823,44	0,0,1,0,0	575	100	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.996,1.0,1.0	0.001									429.761034401638	0.11888075945063	8.10834904996227e-07	0.999281534000018	1.0	26.9510095228262	32.1625085585707	0.730710162416838	chr6	29945063	29945091	29	+	402,92,38,26,781	30,2,747,808,1279	ENST00000376806.9, ENST00000461903.1, ENST00000495183.5, ENST00000396634.5, ENST00000638375.1, ENST00000479320.5, ENST00000376809.10, ENST00000496081.5
ENSG00000223865.11	A5SS_2741	E018	HLA-DPB1	chr6	+	33085778	33085906	33085778	33085889	33086218	33086242	2741	3,6,3,3,3	241,402,234,427,423	2,3,0,0,0	50,107,69,84,31	117	100	1	1.0	0.011,0.013,0.011,0.006,0.006	0.033,0.023,0.0,0.0,0.0	-0.002									2.35458382646796	0.0181755163234295	0.523163249543927	0.469495440144943	0.92971992326486	2.00454906979425	1.37941450728071	-1.08009668237474	chr6	33085890	33085906	17	+	6,3,3,2,6	0,0,1,0,0	ENST00000416804.1
ENSG00000229117.9	A5SS_4424	E008	RPL41	chr12	+	56116774	56116829	56116774	56116799	56117188	56117211	4424	15,5,4,28,45	792,777,486,2642,1655	30,30,64,43,50	2126,3417,3778,2353,3991	130	100	0.94749284493	1.0	0.014,0.005,0.006,0.008,0.02	0.011,0.007,0.013,0.014,0.01	-0.0									115.574671616954	0.0304576086662644	2.41984173059893	0.11980703438101	0.703487214687742	19.0235417787142	16.7459418635586	-0.429528748374397	chr12	56116800	56116829	30	+	122,135,158,49,62	137,120,94,189,139	ENST00000546485.5, ENST00000358888.7, ENST00000552314.1
ENSG00000229117.9	A5SS_4425	E008	RPL41	chr12	+	56116774	56116930	56116774	56116799	56117188	56117211	4425	142,67,53,289,415	792,777,486,2642,1655	215,244,366,288,284	2126,3417,3778,2353,3991	231	100	3.67555208491e-09	2.3098219459312985e-06	0.072,0.036,0.045,0.045,0.098	0.042,0.03,0.04,0.05,0.03	0.021									115.574671616954	0.0304576086662644	2.41984173059893	0.11980703438101	0.703487214687742	19.0235417787142	16.7459418635586	-0.429528748374397	chr12	56116800	56116829	30	+	122,135,158,49,62	137,120,94,189,139	ENST00000546485.5, ENST00000358888.7, ENST00000552314.1
ENSG00000229117.9	A5SS_4425	E009	RPL41	chr12	+	56116774	56116930	56116774	56116799	56117188	56117211	4425	142,67,53,289,415	792,777,486,2642,1655	215,244,366,288,284	2126,3417,3778,2353,3991	231	100	3.67555208491e-09	2.3098219459312985e-06	0.072,0.036,0.045,0.045,0.098	0.042,0.03,0.04,0.05,0.03	0.021									155.446933110594	0.022792476187431	3.88971838141745	0.0485825693565239	0.537862552868254	21.5477565859963	18.9684949182922	-0.446134703282306	chr12	56116830	56116930	101	+	163,193,195,65,95	179,159,127,260,181	ENST00000358888.7, ENST00000552314.1
ENSG00000229117.9	A5SS_4426	E009	RPL41	chr12	+	56116774	56116930	56116774	56116829	56117188	56117211	4426	129,62,50,264,371	2,0,1,3,1	186,216,305,254,243	1,2,3,9,9	201	100	0.00262133966597	0.060953853952279	0.97,1.0,0.961,0.978,0.995	0.989,0.982,0.981,0.934,0.931	0.017									155.446933110594	0.022792476187431	3.88971838141745	0.0485825693565239	0.537862552868254	21.5477565859963	18.9684949182922	-0.446134703282306	chr12	56116830	56116930	101	+	163,193,195,65,95	179,159,127,260,181	ENST00000358888.7, ENST00000552314.1
ENSG00000265681.7	A5SS_6391	E029	RPL17	chr18	-	49491351	49491445	49491404	49491445	49490792	49490927	6391	84,56,33,276,217	2009,2326,1211,8438,5929	328,564,424,245,586	7483,11833,10112,6463,9774	153	100	2.89820235426e-05	0.0019920612744358	0.027,0.015,0.017,0.021,0.023	0.028,0.03,0.027,0.024,0.038	-0.009									12.9699983357275	0.0036452981881487	0.181798691153745	0.669832008989469	0.977751019204695	6.1119459268681	6.35106420729437	0.11305325408352	chr18	49492410	49492428	19	-	11,12,9,4,11	19,16,23,19,11	ENST00000615760.4, ENST00000579495.1, ENST00000578532.5, ENST00000579248.5, ENST00000578528.1, ENST00000580387.5
ENSG00000265681.7	A5SS_6392	E036	RPL17	chr18	-	49491735	49491833	49491745	49491833	49491531	49491584	6392	38,43,23,184,180	7,12,4,70,87	266,261,202,121,196	90,119,43,42,69	110	100	0.919132842593	1.0	0.832,0.765,0.839,0.705,0.653	0.729,0.666,0.81,0.724,0.721	0.029									9.60274938784714	0.0394503040247695	1.08891405548263	0.296711944342248	0.860107933656023	5.82855999181226	5.15856121733606	-0.358077780324327	chr18	49492483	49492483	1	-	8,7,13,3,11	17,12,7,19,2	ENST00000582782.5, ENST00000580261.5, ENST00000617346.4, ENST00000583036.5, ENST00000578966.1
ENSG00000019582.15	SE_26013	E009	CD74	chr5	-							26013	1256,1780,947,2502,2097	4,2,2,2,2	63,160,168,51,19	0,0,0,0,0	163	100	1	1.0	0.995,0.998,0.997,0.999,0.998	1.0,1.0,1.0,1.0,1.0	-0.003	150402562	150402625	150400040	150402250	150403120	150403312			1645.36313179634	0.00180419222965358	1.88493228184916	0.169774619052223	0.766075158295484	32.7918017297907	31.9635593923669	-0.111640697460919	chr5	150402563	150402625	63	-	2942,2666,2514,2289,3943	33,167,61,198,59	ENST00000377795.7, ENST00000009530.12, ENST00000518797.5, ENST00000353334.10, ENST00000523208.5
ENSG00000019582.15	SE_26014	E009	CD74	chr5	-							26014	2879,4047,2204,6009,5470	96,99,67,22,65	118,320,425,120,53	0,0,3,0,0	163	100	7.88704196397e-07	0.0001577490549481	0.948,0.962,0.953,0.994,0.981	1.0,1.0,0.989,1.0,1.0	-0.03	150402562	150402625	150400040	150402250	150404679	150404767			1645.36313179634	0.00180419222965358	1.88493228184916	0.169774619052223	0.766075158295484	32.7918017297907	31.9635593923669	-0.111640697460919	chr5	150402563	150402625	63	-	2942,2666,2514,2289,3943	33,167,61,198,59	ENST00000377795.7, ENST00000009530.12, ENST00000518797.5, ENST00000353334.10, ENST00000523208.5
ENSG00000019582.15	SE_26015	E009	CD74	chr5	-							26015	1220,1669,884,2300,1995	9,3,3,1,2	57,138,151,46,19	0,0,0,0,0	163	100	1	1.0	0.988,0.997,0.994,0.999,0.998	1.0,1.0,1.0,1.0,1.0	-0.005	150402562	150402625	150400040	150402250	150405084	150405180			1645.36313179634	0.00180419222965358	1.88493228184916	0.169774619052223	0.766075158295484	32.7918017297907	31.9635593923669	-0.111640697460919	chr5	150402563	150402625	63	-	2942,2666,2514,2289,3943	33,167,61,198,59	ENST00000377795.7, ENST00000009530.12, ENST00000518797.5, ENST00000353334.10, ENST00000523208.5
ENSG00000019582.15	SE_26016	E010	CD74	chr5	-							26016	420,552,301,566,372	96,99,67,22,65	25,34,37,25,5	0,0,3,0,0	292	100	1.86218507281e-09	1.3492760597367857e-06	0.6,0.656,0.606,0.898,0.662	1.0,1.0,0.809,1.0,1.0	-0.277	150403120	150403312	150400040	150402250	150404679	150404767			348.184988112027	0.0593623325587137	0.0831693222388026	0.773047518080408	0.995448378182973	18.3422520338769	17.2449612005088	-0.207520931361639	chr5	150403121	150403312	192	-	836,361,287,487,835	8,33,24,28,10	ENST00000523208.5, ENST00000518797.5, ENST00000009530.12
ENSG00000019582.15	SE_26017	E010	CD74	chr5	-							26017	362,390,221,294,242	9,3,3,1,2	17,16,22,13,3	0,0,0,0,0	292	100	0.00811324481432	0.1642408156876735	0.932,0.978,0.962,0.99,0.976	1.0,1.0,1.0,1.0,1.0	-0.032	150403120	150403312	150400040	150402250	150405084	150405180			348.184988112027	0.0593623325587137	0.0831693222388026	0.773047518080408	0.995448378182973	18.3422520338769	17.2449612005088	-0.207520931361639	chr5	150403121	150403312	192	-	836,361,287,487,835	8,33,24,28,10	ENST00000523208.5, ENST00000518797.5, ENST00000009530.12
ENSG00000019582.15	SE_26018	E010	CD74	chr5	-							26018	473,673,369,785,501	1714,2431,1348,3788,3559	33,56,54,31,5	64,186,275,76,34	292	100	0.0556182882737	0.6520694569643193	0.086,0.087,0.086,0.066,0.046	0.15,0.093,0.063,0.123,0.048	-0.021	150403120	150403312	150401698	150402625	150404679	150404767			348.184988112027	0.0593623325587137	0.0831693222388026	0.773047518080408	0.995448378182973	18.3422520338769	17.2449612005088	-0.207520931361639	chr5	150403121	150403312	192	-	836,361,287,487,835	8,33,24,28,10	ENST00000523208.5, ENST00000518797.5, ENST00000009530.12
ENSG00000019582.15	SE_26019	E010	CD74	chr5	-							26019	415,511,289,513,371	21,5,6,13,22	25,38,39,19,3	2,0,0,0,0	292	100	3.90624323118e-05	0.0029941627258238	0.871,0.972,0.943,0.931,0.852	0.811,1.0,1.0,1.0,1.0	-0.048	150403120	150403312	150401698	150402625	150405084	150405180			348.184988112027	0.0593623325587137	0.0831693222388026	0.773047518080408	0.995448378182973	18.3422520338769	17.2449612005088	-0.207520931361639	chr5	150403121	150403312	192	-	836,361,287,487,835	8,33,24,28,10	ENST00000523208.5, ENST00000518797.5, ENST00000009530.12
ENSG00000019582.15	SE_26020	E010	CD74	chr5	-							26020	412,510,289,515,371	0,2,0,0,4	25,38,39,19,3	1,0,2,0,1	292	100	1	1.0	1.0,0.989,1.0,1.0,0.969	0.895,1.0,0.87,1.0,0.507	0.137	150403120	150403312	150401698	150402625	150406258	150406321			348.184988112027	0.0593623325587137	0.0831693222388026	0.773047518080408	0.995448378182973	18.3422520338769	17.2449612005088	-0.207520931361639	chr5	150403121	150403312	192	-	836,361,287,487,835	8,33,24,28,10	ENST00000523208.5, ENST00000518797.5, ENST00000009530.12
ENSG00000019582.15	SE_26021	E013	CD74	chr5	-							26021	1776,2209,1350,3380,3257	9,3,3,1,2	82,199,270,125,38	0,0,0,0,0	188	100	1	1.0	0.991,0.997,0.996,0.999,0.999	1.0,1.0,1.0,1.0,1.0	-0.004	150404679	150404767	150400040	150402250	150405084	150405180			1678.35506722772	0.00330935213273794	0.479084260472916	0.488837402025333	0.935772803169144	33.088035653208	32.880049963311	-0.0278371444193368	chr5	150404680	150404767	88	-	2963,2906,2740,2282,3907	33,166,54,230,76	ENST00000517752.5, ENST00000009530.12, ENST00000518797.5, ENST00000522246.5, ENST00000353334.10
