Name	Length	EffectiveLength	PBMC1.CC7W2ANXX.SM2.120717p2.C2	PBMC1.CC7W2ANXX.SM2.120717p2.C6	PBMC1.CC7W2ANXX.SM2.120717p3.B6	PBMC1.CC7W2ANXX.SM2.120717p4.A11	PBMC1.CC7W2ANXX.SM2.120717p4.A3	PBMC1.CC7W2ANXX.SM2.120717p4.B1	PBMC1.CC7W2ANXX.SM2.120717p4.C8	PBMC1.CC7W2ANXX.SM2.120717p4.D5	PBMC1.CC7W2ANXX.SM2.120717p4.E2	PBMC1.CC7W2ANXX.SM2.120717p4.E3	PBMC1.CC7W2ANXX.SM2.120717p4.F5	PBMC1.CC7W2ANXX.SM2.120717p4.H11	PBMC1.CC7W2ANXX.SM2.120717p5.A10	PBMC1.CC7W2ANXX.SM2.120717p5.B5	PBMC1.CC7W2ANXX.SM2.120717p5.C12	PBMC1.CC7W2ANXX.SM2.120717p5.D11	PBMC1.CC7W2ANXX.SM2.120717p5.G1	PBMC1.CC7W2ANXX.SM2.120717p5.G10	PBMC1.CC7W2ANXX.SM2.120717p5.G2	PBMC1.CC7W2ANXX.SM2.120717p6.A12	PBMC1.CC7W2ANXX.SM2.120717p6.C8	PBMC1.CC7W2ANXX.SM2.120717p6.D11	PBMC1.CC7W2ANXX.SM2.120717p6.E10	PBMC1.CC7W2ANXX.SM2.120717p6.F10	PBMC1.CC7W2ANXX.SM2.120717p6.G7	PBMC2.CC86JANXX.SM2.011818p1.A11	PBMC2.CC86JANXX.SM2.011818p1.A8	PBMC2.CC86JANXX.SM2.011818p1.C4	PBMC2.CC86JANXX.SM2.011818p1.E9	PBMC2.CC86JANXX.SM2.011818p3.A10	PBMC2.CC86JANXX.SM2.011818p3.B8	PBMC2.CC86JANXX.SM2.011818p3.C7	PBMC2.CC86JANXX.SM2.011818p3.D10	PBMC2.CC86JANXX.SM2.011818p3.E6	PBMC2.CC86JANXX.SM2.011818p3.F7	PBMC2.CC86JANXX.SM2.011818p3.F9	PBMC2.CC86JANXX.SM2.011818p3.G10	PBMC2.CC86JANXX.SM2.011818p3.G3	PBMC2.CC86JANXX.SM2.011818p3.H4	PBMC2.CC86JANXX.SM2.011818p4.A11	PBMC2.CC86JANXX.SM2.011818p4.A4	PBMC2.CC86JANXX.SM2.011818p4.A5	PBMC2.CC86JANXX.SM2.011818p4.A9	PBMC2.CC86JANXX.SM2.011818p4.B12	PBMC2.CC86JANXX.SM2.011818p4.B3	PBMC2.CC86JANXX.SM2.011818p4.C1	PBMC2.CC86JANXX.SM2.011818p4.C2	PBMC2.CC86JANXX.SM2.011818p4.C4	PBMC2.CC86JANXX.SM2.011818p4.C6	PBMC2.CC86JANXX.SM2.011818p4.D11	PBMC2.CC86JANXX.SM2.011818p4.D2	PBMC2.CC86JANXX.SM2.011818p4.D3	PBMC2.CC86JANXX.SM2.011818p4.E1	PBMC2.CC86JANXX.SM2.011818p4.E11	PBMC2.CC86JANXX.SM2.011818p4.E7	PBMC2.CC86JANXX.SM2.011818p4.F10	PBMC2.CC86JANXX.SM2.011818p4.F3	PBMC2.CC86JANXX.SM2.011818p4.F4	PBMC2.CC86JANXX.SM2.011818p4.F7	PBMC2.CC86JANXX.SM2.011818p4.G3	PBMC2.CC86JANXX.SM2.011818p4.G9	PBMC2.CC86JANXX.SM2.011818p4.H10	PBMC2.CC86JANXX.SM2.011818p4.H8	PBMC2.CC86JANXX.SM2.011818p5.A10	PBMC2.CC86JANXX.SM2.011818p5.A4	PBMC2.CC86JANXX.SM2.011818p5.B1	PBMC2.CC86JANXX.SM2.011818p5.B12	PBMC2.CC86JANXX.SM2.011818p5.B4	PBMC2.CC86JANXX.SM2.011818p5.C11	PBMC2.CC86JANXX.SM2.011818p5.C2	PBMC2.CC86JANXX.SM2.011818p5.C3	PBMC2.CC86JANXX.SM2.011818p5.D10	PBMC2.CC86JANXX.SM2.011818p5.E10	PBMC2.CC86JANXX.SM2.011818p5.E11	PBMC2.CC86JANXX.SM2.011818p5.E3	PBMC2.CC86JANXX.SM2.011818p5.E8	PBMC2.CC86JANXX.SM2.011818p5.E9	PBMC2.CC86JANXX.SM2.011818p5.G6	PBMC2.CC86JANXX.SM2.011818p5.G9	PBMC2.CC86JANXX.SM2.011818p5.H8
ENST00000436146.2|ENSG00000174748.22|OTTHUMG00000130485.10|OTTHUMT00000494375.1|RPL15-208|RPL15|605|protein_coding|	605	292.294	297.759	403.965	289.418	1027.04	173.71	68.2927	111.935	252.904	519.04	521.57	724.247	341.955	345.526	399.07	608.805	814.37	122.193	280.367	60.9176	233.465	188.979	229.02	450.838	397.401	436.624	279.274	260.706	228.638	309.349	326.203	107.782	214.348	258.7	363.867	318.395	248.936	184.103	255.895	262.619	136.407	45.7837	161.046	41.7427	196.558	5.08874	229.14	117.289	0	116.56	193.9	147.33	184.626	167.351	155.316	100.555	232.176	49.3059	124.929	256.866	110.527	163.612	206.545	255.935	231.114	146.753	164.205	305.998	111.893	384.245	504.891	151.344	185.578	249.834	407.185	375.966	105.684	406.284	195.566	258.646	194.57
ENST00000354811.5|ENSG00000174748.22|OTTHUMG00000130485.10|OTTHUMT00000340870.2|RPL15-202|RPL15|820|protein_coding|	820	496.022	0	268.696	0	8.9354e-08	0	24.2928	93.3106	32.3228	254.751	255.734	455.586	142.56	0	0	0	264.409	0	311.657	0	0	0	0	0	185.92	0	0	208.489	1.14488e-08	0	0	0	0	151.068	26.0127	0	97.8632	25.1863	0	1.22227e-05	0	0	0	0	0.891806	0	9.61957	0	0	0	4.02652	56.4777	0	78.6596	0	0	0	0	87.5411	103.937	0	27.8083	104.205	0	33.1045	78.7412	45.5659	5.32468	0	24.7506	60.6755	0	0	0.0840062	0	0	12.3652	0	59.8015	0	0
ENST00000301821.11|ENSG00000168028.14|OTTHUMG00000131296.6|OTTHUMT00000254064.4|RPSA-201|RPSA|1140|protein_coding|	1140	812.766	2146.98	3327.77	732.744	2291.23	583.871	2038.17	960.078	3100.79	2249.15	2830.36	3812.3	2460.33	1238.44	1701.93	2175.83	813.281	623.185	1347.56	1051.79	584.001	1908.18	473.838	1727.72	2091.06	1437.09	654.008	241.789	425.37	896.033	792.811	315.666	836.253	865.948	584.892	748.323	1412.63	1473.55	1455.53	1240.27	286.964	424.403	359.977	634.806	293.98	692.036	1366.75	700.041	138.229	402.267	158.788	847.298	545.717	484.795	608.518	671.551	411.356	281.708	529.347	779.221	181.87	1230.19	1220.71	904.122	824.927	442.877	416.888	453.726	571.479	1159.24	677.608	98.1078	852.15	772.758	1022.32	936.956	1041.47	404.446	218.003	605.591	921.655
ENST00000458478.5|ENSG00000168028.14|OTTHUMG00000131296.6|OTTHUMT00000343661.2|RPSA-204|RPSA|874|protein_coding|	874	549.115	0.00214044	0.100545	0	0	0.000840328	81.5883	0	0	45.6735	39.1918	0	3.96689e-08	0.353362	78.4604	0.00146376	0	114.28	129.319	0	0	5.31133e-05	4.87378	136.14	0	1.47073e-06	0	0	0	84.3895	49.0092	16.9656	4.5875e-07	0	0	0	0.00062945	4.30618e-07	0	0.18225	0	13.8161	0	0	0	2.09124	0.0034561	0	10.706	0	0.192442	43.7005	0	71.8864	0.0051289	0	1.98853e-08	0	0	35.8699	0	295.17	8.64688e-05	12.299	54.5574	49.8171	78.3036	1.96531	0.476781	0	0	15.6259	108.864	22.9305	25.098	0.020283	2.37334e-06	0	4.98486e-07	14.5266	7.84071e-05
ENST00000443003.2|ENSG00000168028.14|OTTHUMG00000131296.6|OTTHUMT00000343655.1|RPSA-202|RPSA|1032|protein_coding|	1032	704.766	0	1.71169e-05	1.9594	2.93914e-06	0	0	0	0	0	0.0346686	3.44037e-06	47.7535	0.0066594	0	5.35718e-07	1.39844	0.622446	30.247	2.89849e-07	0.000590901	2.01899e-05	115.57	96.4355	0.0364587	262.846	0.136959	20.1468	0	0	0	4.01028e-06	0	0	0	0	2.36007e-07	171.214	6.08118e-07	14.6898	0	0	0	1.31063e-06	0	7.01876e-08	9.20524e-06	0	0	0	0	1.03421e-08	1.47045e-07	2.44603e-08	0	3.58562e-05	73.2501	0.939658	52.6404	0	0.00105546	1.21472e-08	64.188	4.3136e-05	0.0110321	0.219538	89.5594	0	0	0	8.10595e-07	54.215	3.51165	3.08862e-05	0.000388279	2.86968e-08	0	0	19.9873	91.385	1.72303e-08
ENST00000645496.1|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000216812.4|RPL9-214|RPL9|2354|protein_coding|	2354	2026.77	0	0	0	0	0	0	0	0	0	114.116	0	0	0	0	0	0	0	0	0	0	274.204	0	0	0	7.76263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.4171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.81414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000295955.13|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000494455.2|RPL9-201|RPL9|750|protein_coding|	750	427.771	524.106	955.681	151.567	1597.65	508.704	993.223	213.655	1086.73	420.989	1741.65	1231.57	597.565	686.26	842.911	1014.44	291.694	295.315	1230.1	691.033	679.761	388.853	441.459	1238.15	1389.89	774.409	541.065	1115.79	72.1512	729.828	779.045	243.703	419.252	468.248	77.2973	870.352	681.492	771.709	1062.73	1720.03	0	363.46	162.386	143.451	402.91	341.03	961.139	333.852	234.031	297.761	143.997	244.036	703.063	0	209.357	618.674	493.106	293.479	641.543	2094.95	124.823	1769.54	840.727	1219.3	780.164	248	1068.35	556.036	724.281	558.867	1612.06	287.065	545.921	478.042	629.284	396.382	536.026	592.755	115.421	1062.33	795.621
ENST00000449470.6|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000361018.1|RPL9-203|RPL9|1127|protein_coding|	1127	799.766	0	0	0	0	0	307.8	0	0	5.15098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12572	0	0	8.81546	0	0	0	0	0	0	0	0	0	0	0	45.1476	0	0	0	0	11.1989	0	0	0	0	0	0	0	0	0	0	0	5.45973
ENST00000508595.6|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000361023.2|RPL9-208|RPL9|662|protein_coding|	662	344.159	0	0	2.73351	350.717	7.87208	781.042	30.5923	42.9496	9.8571	36.8868	165.165	309.221	271.8	0.00839384	8.27291	6.74774	492.691	480.744	789.478	237.249	75.3865	15.6748	1.10266e-05	0	0	205.935	185.341	15.5607	53.5259	167.486	74.0653	54.6322	58.752	56.7027	253.731	24.7361	153.791	246.622	7.35346	0	26.4196	0.59289	69.5493	8.88057e-05	47.5532	41.9912	0	94.7362	37.1808	71.8985	101.57	9.72443e-07	0	4.17704	104.766	65.6695	0	16.9771	257.556	0.0277057	267.18	161.038	9.74216	62.0426	0	12.2592	160.964	150.364	118.935	205.387	223.382	168.352	66.2645	193.032	0.0515875	206.974	244.242	38.5227	211.673	247.383
ENST00000506581.6|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000361028.2|RPL9-207|RPL9|370|protein_coding|	370	117.598	0	4.23854	0	0	0	136.953	0	0	0	0	0	0	43.9485	0	0	0	55.0171	146.56	51.651	23.8278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000504470.2|ENSG00000163682.16|OTTHUMG00000099367.7|OTTHUMT00000361025.3|RPL9-206|RPL9|690|protein_coding|	690	370.404	0	0	0	0	0	0	0	0	7.12998	0	1.46248	0	0	0	8.93507	0	2.96028	0	0	0	0	0	0	0	0	0	0	0	30.361	0	0	0	0	0	60.9169	0	0	0	0	0	0	30.923	0	0	0	0	0	52.1032	0	0	50.9135	0	0	0	47.8372	0	0	0	0	0	0	0	0	0	0	0	0	29.7996	0	53.5394	0	0	0	0	0	0	0	0	0	34.4892
ENST00000509736.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364962.2|RPS3A-208|RPS3A|576|protein_coding|	576	266.926	2.65149	16.2196	30.7016	9.59984	3.24428	13.8451	8.70766	30.595	3.6346	0	20.7182	5.21289	11.1573	13.3488	25.4058	30.9158	16.4049	38.9482	48.9862	0	24.626	12.0964	0	21.2202	68.2928	20.8549	13.9597	9.47277	38.4144	28.3381	7.79263	14.1365	0	0	39.5048	21.6238	72.0673	34.8206	65.5029	6.55878	0	6.04213	13.9868	44.6839	0	17.9264	10.5297	0	12.3347	5.3277	6.73188	0	19.2065	24.5599	3.23992	13.6386	13.6977	10.0351	11.8146	3.87621	33.6845	13.2041	39.3855	41.2997	0	0	32.3666	0	52.4963	19.8991	10.7559	9.9877	19.4152	13.5098	24.2888	11.939	35.6241	9.18656	44.7385	36.5817
ENST00000505243.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364961.2|RPS3A-203|RPS3A|614|protein_coding|	614	300.365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5071	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000274065.9|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364957.2|RPS3A-201|RPS3A|869|protein_coding|	869	544.182	1168.45	2392	1852.88	2717.73	953.44	3746.44	995.361	2784.53	1311.27	4656.43	5285.48	3183.65	1291.4	2057.5	3176.78	2181.7	6012.88	4766.98	10699.4	922.869	3398.4	2453.79	1899.81	1880.74	2978.16	3651.26	2844.72	251.445	2584.13	1522.58	468.155	928.851	2245.83	509.039	1730.14	1277.19	2109.17	2831.81	3449.13	365.15	306	1250.36	655.214	1264.83	819.89	2063.24	737.459	653.205	1420.52	907.256	1902.63	605.345	1140.03	1142.61	413.688	1632.34	398.851	688.856	2260.67	392.712	3904.46	2044.33	2003.59	1431.89	702.364	888.359	1943.05	767.164	1768.6	2608.74	1008.76	1372.19	1179.58	2015.48	2127.52	1447.96	1359.96	778.597	1911.54	2256.14
ENST00000512690.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364971.1|RPS3A-210|RPS3A|845|protein_coding|	845	520.573	0	0	0	5.64701	0	5.97087	0	0	0	0	0	5.49434	0	0	11.3021	0	0	0	0	0	0	11.033	0	0	0	0	0	5.25061	5.95241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73575	0	0	0	40.5618	0	0	0	0	0	0	6.10305	0	0	0	0	0
ENST00000512797.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364970.1|RPS3A-211|RPS3A|686|protein_coding|	686	366.631	0	0	0	0	0	0	0	0	0	0	0	0	5.65857	0	0	0	156.005	0	0	16.8989	0	0	0	0	4.96908	0	0	0	0	0	0	0	0	6.82395	0	0	0	5.20347	0	0	0	0	0	0	0	0	0	0	0	0	4.74374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.02324
ENST00000507327.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364967.2|RPS3A-205|RPS3A|674|protein_coding|	674	355.358	59.8139	0	0	0	0	0	0	0	0	0	0	0	1.3277	25.7534	55.3287	0	1075.03	23.9265	453.96	11.8173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.98405	0	0	0	0	0	0.000921084	0	0	3.78748	0	2.61883e-08	0	0	0	0	0	0	0.636479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000506126.5|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364963.1|RPS3A-204|RPS3A|862|protein_coding|	862	537.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000510993.1|ENSG00000145425.10|OTTHUMG00000161445.4|OTTHUMT00000364966.2|RPS3A-209|RPS3A|762|protein_coding|	762	439.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.9627	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000009530.12|ENSG00000019582.15|OTTHUMG00000163559.4|OTTHUMT00000374178.2|CD74-201|CD74|3092|protein_coding|	3092	2764.77	402.026	212.139	416.888	3.02576	140.692	372.176	2.75954	37.119	348.917	0	68.9945	10.6709	162.071	388.038	15.8674	90.9631	617.471	431.435	0	15.7771	392.038	5.16701	257.143	666.239	705.874	0	426.215	8.69093	42.0428	45.3652	109.199	2.49452	2.95577	3.01235	0	108.137	11.7347	1.90653	4.94494	48.3552	18.0563	6.06417	25.6863	2.99443	0	23.8174	2.53015	124.511	12.2029	0	2.77625	0	0	2.68098	2.72905	2.76264	0	0	2.81378	0	18.692	11.4028	5.82263	2.63779	10.4593	14.7145	14.6023	2.33774	3.00186	4.33677	0	2.53859	8.54323	2.9717	11.4927	132.234	2.13696	4.74378	8.285	0
ENST00000377795.7|ENSG00000019582.15|OTTHUMG00000163559.4|OTTHUMT00000374177.1|CD74-203|CD74|1138|protein_coding|	1138	810.766	1591.33	1833.67	3678.53	2255.15	2756.81	2761.54	2768.33	4035.03	3084.24	3695.85	3153.29	2846.68	2194.11	1496.84	2962.1	4756.36	1863.38	3013.37	6658.41	1150.52	2188.19	1255.66	2455.02	3887.86	2061.17	1658.95	592.873	1462.59	1553.51	1534.07	748.277	1265.86	1719.67	1860.66	1082.33	1179.92	2006.83	1437.44	1732.7	1431.12	1402.04	1363.27	1401.13	1467.18	946.734	1025.86	1267.67	1269.07	1742.57	597.02	947.029	1227.79	2615.08	1084.44	1656.08	1868.46	50.4665	1299.39	2823.73	1025.89	3007.73	1698.12	1551.16	1778.37	1872.72	1500.02	1575.93	1264.32	1716.77	1941.45	970.292	2492.92	1790.19	2134.55	2054.5	1877.73	1299.94	1284.65	2587.04	1610.73
ENST00000353334.10|ENSG00000019582.15|OTTHUMG00000163559.4|OTTHUMT00000374176.1|CD74-202|CD74|1449|protein_coding|	1449	1121.77	3619.69	4893.32	9435.86	3354.83	4393.21	6366.79	5008.37	7129.07	6255.54	6117.67	5593.72	4408.5	3228.33	2814.67	5372.16	7720.86	4773.88	5640.16	15336	2813.21	4239.71	2956.82	4810.86	8312.13	4208.51	2794.37	1409.07	2394.92	2725.69	2561.15	1329.39	2033.14	3254.26	3635.37	2132.69	1831	2992.49	3159.5	3348.68	2050.48	2274.36	2324.4	1861.82	1938.49	1290.5	1833.66	2537.21	2098.84	2680.85	939.687	1763.38	2169.04	4253.92	1844.05	2763.01	3013.67	127.071	2079.65	4828.86	2141.98	4827.22	2654.58	2543.92	2599.37	2345.84	2455.54	2524.09	1998.85	2808.43	3105.17	1572.24	4763.03	2640.05	3070.45	3535.21	2612.38	1961.37	1961.03	3780.74	2218.63
ENST00000518797.5|ENSG00000019582.15|OTTHUMG00000163559.4|OTTHUMT00000374179.1|CD74-206|CD74|1727|protein_coding|	1727	1399.77	116.576	509.178	186.265	259.182	338.349	74.3488	381.279	825.972	263.672	15.1728	378.759	517.09	571.249	311.645	585.721	952.908	377.479	1048.79	9.58261	177.813	487.788	157.182	305.814	707.71	93.1512	20.8761	144.067	249.87	163.164	213.751	90.3056	74.5642	143.685	21.2822	34.2749	39.7674	139.81	14.5838	334.565	51.2347	216.078	61.3007	305.423	197.832	86.3861	6.27611	251.42	136.56	260.328	18.3341	156.212	107.544	75.9318	280.115	161.849	99.1605	8.09143	101.83	69.7417	71.4565	503.762	270.587	187.127	134.183	55.1497	141.847	219.799	69.0524	113.933	65.2317	0	237.895	104.608	134.349	123.679	68.4871	129.59	97.6974	256.623	68.3811
ENST00000407193.7|ENSG00000164587.13|OTTHUMG00000130080.7|OTTHUMT00000252373.5|RPS14-203|RPS14|2146|protein_coding|	2146	1818.77	227.395	377.068	59.2427	246.231	136.769	127.906	282.312	459.673	183.557	495.07	328.036	210.401	188.783	147.747	107.268	204.558	49.4008	147.355	800.543	156.964	192.392	188.214	203.591	178.849	313.133	123.92	158.659	40.1166	330.812	192.376	28.0413	50.653	97.2077	76.0116	163.554	106.496	189.682	222.605	170.587	21.6205	75.7536	56.6488	85.3595	45.3871	32.0155	188.279	46.392	9.22792	109.024	72.4617	124.943	41.0099	116.469	35.1261	33.9837	129.259	54.2398	121.109	132.466	29.2919	179.489	81.5541	95.6407	166.66	25.4436	98.2828	83.4464	71.9466	82.9395	103.284	82.9034	197.262	129.79	166.073	144.925	213.935	240.367	85.2677	151.382	125.818
ENST00000521466.5|ENSG00000164587.13|OTTHUMG00000130080.7|OTTHUMT00000374307.1|RPS14-207|RPS14|592|protein_coding|	592	280.795	449.569	726.353	120.647	499.234	443.089	298.101	558.688	1143.82	443.077	860.481	613.348	446.948	549.323	389.96	216.794	446.458	97.5863	333.089	1777.64	311.965	500.404	372.761	364.844	485.478	675.729	268.909	72.2791	110.72	300.123	151.419	103.063	86.0551	339.968	189.981	436.874	252.663	556.094	785.097	441.592	56.7562	123.825	94.0402	177.244	126.199	179.081	396.867	69.8026	28.5139	195.303	159.489	289.444	107.434	356.729	77.3951	95.7531	297.224	150.472	215.677	323.072	125.387	457.767	192.288	182.981	343.862	62.2204	196.854	140.026	236.972	124.153	257.183	202.629	387.003	209.635	301.576	448.45	401.563	335.177	155.857	306.676	359.284
ENST00000312037.6|ENSG00000164587.13|OTTHUMG00000130080.7|OTTHUMT00000494408.1|RPS14-201|RPS14|712|protein_coding|	712	391.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1975	0	0	0	0	0	0	0	0	0	5.12916	0	0	0	0	0	0	0	0	0	0	0	1.67036	0	0	0	0	0	0	71.5645	0	0	0	0	0	0	0	0
ENST00000642507.1|ENSG00000164587.13|OTTHUMG00000130080.7|OTTHUMT00000495339.1|RPS14-208|RPS14|620|protein_coding|	620	305.664	7.12058	0	7.00749	0	0	4.78818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4186	0	0	0	0.0579949	0	0	1.89618	0	0	0	0	0	9.87597e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.86174	0	0	0	0	0	0	0	6.39182	2.7431	0	0	0	0	0	0	0	0	0.147562	0	0	3.83704	0	7.55993	0	0	11.465	0	0
ENST00000517671.5|ENSG00000181163.13|OTTHUMG00000130465.4|OTTHUMT00000372225.1|NPM1-204|NPM1|1338|protein_coding|	1338	1010.77	240.783	144.616	42.9913	0	240.093	1184.4	421.605	490.69	218.419	362.139	352.769	261.183	0	130.62	573.054	126.66	506.601	117.511	1326.07	0	144.215	88.3728	657.383	520.433	622.16	505.037	236.885	116.487	0	25.9118	141.935	152.727	243.778	165.258	238.851	412.704	769.975	179.897	450.678	185.235	297.004	192.605	199.755	135.002	105.315	385.308	185.25	124.842	553.782	0	76.1103	0	148.203	0	300.888	510.742	116.195	168.797	187.448	138.069	621.432	322.486	140.627	286.113	261.503	274.476	251.322	180.15	236.248	0	206.406	580.405	371.208	534.196	43.4476	348.447	0	58.0132	8.88131	0
ENST00000296930.9|ENSG00000181163.13|OTTHUMG00000130465.4|OTTHUMT00000252858.2|NPM1-201|NPM1|1758|protein_coding|	1758	1430.77	0	0	0	0	15.5737	0	0	8.02236	35.7959	0	25.6395	0	0	15.3156	0	0	0	0	24.5492	0	6.7393	0	17.4309	7.41445	0	82.8594	14.826	7.00836	0	0	0	0	26.9351	0	19.177	22.4418	97.2288	0	28.765	8.65876	14.4156	0	8.6515	7.03941	0	7.6816	8.75566	0	13.5358	0	8.26313	0	0	0	8.22422	8.27976	0	7.75623	5.48382	0	15.8284	15.3757	0	0	12.3163	0	0	17.2249	0	0	10.647	10.2457	7.56368	33.4927	0	0	0	6.32055	0	0
ENST00000521672.5|ENSG00000181163.13|OTTHUMG00000130465.4|OTTHUMT00000372226.3|NPM1-208|NPM1|597|protein_coding|	597	285.156	6.0187	10.1863	0	0	17.3177	0	35.948	27.5969	20.656	57.2799	38.6591	16.3963	0	16.859	17.053	17.0216	0	0	241.08	2.81672	0.00160071	4.77938	63.648	124.79	1.08759e-05	28.9883	27.9688	0	0	10.0031	8.79853	0	0	12.6041	10.4286	0	42.8801	4.2901	3.04164e-06	38.5639	41.3083	3.38678	35.722	0	0	17.7303	0	0	11.6429	0	0	0	0	0	0	22.7289	0	0	0	0	9.61182	46.5307	0	0	25.4789	0	0.000107144	15.3024	0	0	4.33316	20.0608	20.6704	2.27553	0	0	0	3.35287	0	0
ENST00000351986.10|ENSG00000181163.13|OTTHUMG00000130465.4|OTTHUMT00000252859.2|NPM1-202|NPM1|1237|protein_coding|	1237	909.766	127.875	128.212	25.0117	0	86.5439	260.588	174.074	277.38	136.03	403.484	224.794	128.759	0	53.2908	188.838	119.537	104.366	25.4728	37.2744	2.67391	67.8857	72.8478	378.482	226.527	470.804	149.104	125.839	84.4134	0	29.546	48.1181	78.2151	118.294	87.026	126.003	313.473	467.83	115.597	368.027	73.1778	184.268	93.6991	80.7724	107.224	56.9917	297.146	125.358	73.9953	301.249	0	53.2356	0	30.6442	0	186.575	345.454	26.2018	92.6727	485.319	60.5152	369.024	165.461	100.342	206.864	230.66	194.488	137.964	133.258	196.798	0	87.9016	364.427	212.34	379.337	46.6906	191.145	0	36.3133	0	0
ENST00000393820.2|ENSG00000181163.13|OTTHUMG00000130465.4|OTTHUMT00000372224.1|NPM1-203|NPM1|1598|protein_coding|	1598	1270.77	80.4092	0	58.3901	0	0	0	0	0	0	891.934	0	0	0	0	0	0	0	0	0	892.473	0	0	0	0	0	0	0	0	0	110.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.241	0	0	0	209.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0885	0	0	0	0	167.063	0	0	0
ENST00000512805.6|ENSG00000204628.12|OTTHUMG00000163380.15|OTTHUMT00000372943.3|RACK1-227|RACK1|1140|protein_coding|	1140	812.766	506.663	1071.92	1741.67	3678.43	984.961	2210.51	859.04	1500.21	1747.4	3044.31	2492.17	1393.99	2116.84	1722.71	2615.64	963.861	1861.37	1113.77	2516.99	659.174	777.521	865.432	2516.41	864.256	1330.6	792.848	489.408	460.169	860.182	530.404	541.607	254.906	110.294	387.242	631.336	711.929	1387.11	615.341	1457.34	504.75	465.409	311.455	493.289	345.131	571.105	993.418	714.073	548.777	636.064	227.331	421.272	737.436	557.678	472.061	955.089	1101.07	269.82	498.78	1369.68	436.735	1388.77	708.276	662.248	1069.49	810.251	573.808	1092.6	555.621	575.874	1395.92	378.544	833.121	891.691	1929.79	1051.39	892.937	459.799	370.746	1918.17	434.766
